license#,,gender,racing age,Road Cat
422949,,M,22,4
422955,,M,52,5
422966,,F,37,4
422972,,M,40,4
422993,,M,19,5
423005,,M,46,5
423018,,M,25,5
423027,,F,21,4
423031,,M,50,5
423036,,M,37,4
423037,,M,69,5
423076,,M,35,4
423118,,M,44,5
423126,,M,39,5
423128,,M,31,4
423129,,M,26,4
423130,,M,20,5
423139,,M,23,5
423150,,F,22,4
423181,,M,39,4
423193,,M,10,5
423194,,M,14,5
423196,,M,13,5
423197,,M,15,5
423198,,F,25,4
423199,,F,53,4
423200,,M,29,3
423201,,M,32,5
423210,,M,28,4
423211,,M,24,5
423212,,M,37,5
423213,,M,29,5
423214,,M,32,5
423218,,M,30,4
423220,,M,48,5
423222,,M,35,5
423223,,M,30,5
423228,,M,21,4
423263,,M,25,3
423276,,M,45,4
423289,,M,26,5
423308,,F,27,2
423319,,M,13,5
423321,,M,18,5
423325,,M,23,5
423327,,M,26,5
423400,,M,56,5
423408,,M,14,5
423425,,M,11,5
423456,,M,24,4
423463,,M,28,5
423465,,M,34,5
423467,,M,48,5
423468,,M,23,5
423469,,M,26,5
423471,,M,22,3
423500,,M,40,5
423511,,M,38,5
423542,,M,33,5
423545,,M,26,5
423562,,M,52,5
423570,,M,67,5
423588,,M,38,5
423596,,F,47,4
423654,,M,11,5
423665,,M,39,5
423669,,M,37,4
423727,,M,23,5
423728,,M,18,5
423752,,M,42,5
423757,,M,30,5
423764,,M,13,5
423771,,M,42,5
423838,,M,27,2
423854,,M,13,2
423869,,F,19,4
423939,,M,24,5
423942,,F,48,4
423955,,M,48,5
423968,,M,53,5
423977,,F,29,4
423978,,M,35,5
423983,,M,15,5
423986,,M,30,4
424007,,M,43,5
424014,,M,24,5
424039,,M,21,5
424052,,F,23,4
424063,,M,9,5
424068,,M,22,5
424080,,F,52,4
424087,,M,25,3
424090,,M,21,5
424091,,M,19,5
424097,,F,15,4
424100,,F,30,4
424106,,M,19,5
424117,,M,26,5
424131,,M,42,5
424203,,M,42,5
424221,,M,38,5
424223,,M,12,5
424241,,M,40,5
424247,,M,25,5
424254,,M,43,5
424276,,M,26,5
424277,,F,14,4
424279,,M,16,4
424287,,M,40,4
424317,,M,13,5
424336,,F,32,4
424356,,M,16,5
424364,,M,21,5
424388,,M,17,5
424400,,M,17,5
424468,,M,27,5
424476,,M,35,5
424532,,M,48,4
424537,,M,14,5
424539,,M,14,5
424610,,M,23,5
424709,,F,28,4
424720,,M,34,5
424722,,M,34,5
424724,,M,59,5
424727,,M,18,5
424728,,F,47,4
424729,,M,15,4
424803,,M,31,5
424854,,M,17,5
424915,,M,21,5
424916,,M,21,5
424938,,M,29,5
425058,,F,47,4
425068,,M,21,5
425136,,M,19,4
425142,,M,68,5
425203,,F,29,4
425273,,M,48,5
425279,,M,30,5
425432,,M,45,4
425482,,M,52,5
425564,,M,31,5
425783,,M,58,5
425929,,M,17,5
425941,,M,17,5
425943,,M,47,4
426071,,M,32,4
426122,,M,17,5
426132,,M,31,5
426163,,F,16,4
426214,,M,24,5
426443,,M,42,5
426463,,M,45,5
426524,,M,22,5
427350,,F,35,4
427414,,M,36,4
427473,,M,44,5
427475,,M,21,5
427738,,M,21,5
427773,,F,13,4
427786,,M,13,5
427788,,M,17,5
427862,,M,47,5
427956,,F,30,4
428036,,M,30,5
428101,,M,18,5
428122,,M,38,5
428158,,M,29,5
428263,,M,47,5
428297,,F,64,4
428404,,M,40,5
428415,,M,28,5
428420,,M,14,5
428443,,M,54,5
428453,,M,16,5
428477,,M,17,5
428500,,M,43,5
428512,,M,16,5
428517,,M,42,5
428563,,M,21,5
428615,,M,32,5
428632,,M,26,5
428713,,M,39,5
428783,,M,41,5
428812,,M,24,4
428822,,M,49,5
428863,,F,17,5
428921,,M,31,5
428937,,M,33,5
429017,,M,13,5
429018,,F,47,4
429042,,M,46,5
429079,,M,47,5
429102,,M,15,5
429129,,M,17,5
429144,,M,59,5
429149,,M,16,5
429180,,M,52,5
429192,,M,21,5
429246,,M,17,5
429257,,M,14,5
429274,,F,25,4
429298,,M,44,5
429300,,M,26,5
429345,,M,13,5
429347,,F,17,4
429365,,M,35,5
429372,,M,41,5
429417,,M,17,5
429451,,M,16,5
429487,,M,60,5
429526,,M,42,5
429531,,M,16,5
429542,,F,37,4
429563,,M,33,5
429614,,M,16,5
429692,,M,14,5
429694,,M,15,5
429744,,M,56,5
429756,,M,26,5
429819,,M,29,5
429828,,M,31,5
429854,,M,16,5
429876,,M,17,5
429942,,M,30,5
429974,,M,23,5
430018,,M,45,5
430129,,M,18,5
430153,,M,55,5
430179,,M,40,5
430223,,M,14,5
430233,,M,55,5
430261,,M,16,5
430288,,M,31,5
430344,,F,38,4
430355,,M,53,5
430384,,M,29,5
430447,,M,29,5
430462,,M,14,5
430490,,M,9,5
430560,,M,35,5
430578,,M,40,5
430581,,F,41,4
430587,,M,46,5
430629,,M,25,5
430637,,M,18,5
430662,,M,23,5
430665,,M,39,5
430683,,F,18,4
430684,,M,46,5
430685,,F,35,4
430721,,M,38,5
430737,,M,16,5
430746,,M,9,5
431014,,M,17,5
431020,,F,30,4
431092,,M,50,5
431109,,M,16,5
431154,,M,24,5
431212,,M,46,3
431287,,M,17,5
431303,,M,37,5
431326,,M,16,5
431336,,M,55,5
431343,,M,49,4
431405,,M,55,5
431426,,M,18,5
431440,,F,46,4
431465,,M,33,5
431537,,M,16,5
431541,,M,17,5
431579,,M,13,5
431597,,M,50,5
431600,,M,16,5
431703,,M,17,5
431769,,M,45,5
431834,,M,20,5
431864,,M,55,5
432113,,M,62,5
432171,,M,49,5
432257,,M,17,5
432258,,M,10,5
432263,,M,42,5
432327,,M,23,5
432331,,F,45,4
432655,,M,25,2
432710,,M,42,5
432784,,M,48,5
432802,,M,14,5
432803,,F,18,4
432804,,M,13,5
432805,,M,14,5
432825,,F,38,4
432854,,M,36,5
432855,,M,39,5
432858,,M,14,5
432859,,M,16,5
432860,,M,16,5
432862,,M,14,5
432865,,M,18,5
432866,,M,15,5
432868,,F,12,4
432876,,M,17,5
432880,,M,16,5
432882,,M,17,5
432884,,M,17,5
432885,,M,17,5
432886,,M,15,5
432887,,M,16,5
432898,,M,17,5
432901,,M,54,5
432928,,M,52,5
432930,,M,26,5
432931,,M,26,5
432933,,M,31,5
432941,,M,45,5
432943,,M,31,5
432969,,M,30,3
433205,,M,24,4
433279,,M,16,5
433390,,M,52,5
433421,,M,72,5
433423,,M,58,5
433504,,M,28,5
433527,,M,48,5
433701,,M,29,5
433845,,M,29,5
433892,,F,53,4
433902,,M,55,4
433907,,M,60,5
434111,,M,36,5
434144,,M,30,5
434147,,M,53,5
434248,,M,35,5
434312,,M,38,5
434411,,M,46,5
434473,,M,16,5
434534,,M,10,5
434565,,M,29,5
434582,,M,31,5
434584,,M,34,5
434630,,M,28,5
434661,,M,16,5
434736,,M,48,5
434751,,M,15,5
434884,,F,42,4
434946,,M,42,5
435083,,M,58,5
435097,,M,44,5
435102,,M,12,5
435208,,M,43,5
435251,,F,23,4
435413,,M,19,5
437348,,M,62,5
437353,,M,45,5
437361,,F,22,4
437364,,M,17,5
437384,,M,41,5
437917,,M,52,5
437918,,M,62,5
438011,,M,39,5
438028,,M,26,5
438033,,M,29,5
438201,,F,26,4
438292,,M,70,5
438293,,F,35,4
438534,,M,18,5
438655,,M,14,5
438680,,F,16,4
438714,,M,49,5
438760,,M,27,4
438762,,M,50,5
438781,,F,26,4
438862,,M,46,5
438878,,M,11,5
438898,,M,32,5
438914,,F,62,4
438960,,M,13,4
438968,,F,38,4
438991,,M,19,5
439017,,M,11,5
439034,,M,17,5
439167,,M,45,5
439172,,M,44,5
439431,,M,29,5
439509,,M,23,5
439570,,M,32,5
439627,,M,15,5
439636,,M,16,5
439665,,M,16,5
439693,,M,17,5
439739,,M,35,5
439816,,F,39,4
439891,,M,29,5
440045,,M,27,5
440199,,M,33,5
440274,,M,39,5
440333,,M,11,5
440420,,M,16,5
440431,,M,68,5
440433,,M,26,5
440466,,F,29,4
440491,,M,34,5
440553,,M,28,5
440626,,M,16,5
440638,,M,15,5
440734,,M,34,5
440737,,M,14,5
440755,,M,34,5
442766,,M,51,5
442880,,M,24,5
443017,,M,62,5
443066,,M,39,5
443081,,M,42,5
443093,,M,28,5
443105,,M,27,5
443137,,M,16,5
443138,,M,22,5
443219,,M,37,5
443222,,M,29,5
443269,,M,39,5
443276,,M,41,5
443277,,M,26,5
443350,,M,63,5
443458,,M,37,5
443851,,F,25,4
448131,,M,40,5
448391,,M,38,5
448403,,M,24,5
448406,,F,55,4
448475,,F,39,4
448520,,M,33,5
448606,,M,13,5
448774,,M,35,5
448776,,M,59,5
448809,,M,25,5
449207,,M,36,5
449261,,M,37,5
